geo,cluster13,region,nation,fips,1876_D,1876_R,1876_O,1876_T,1880_D,1880_R,1880_O,1880_T,1884_D,1884_R,1884_O,1884_T,1888_D,1888_R,1888_O,1888_T,1892_D,1892_R,1892_O,1892_T,1896_D,1896_R,1896_O,1896_T,1900_D,1900_R,1900_O,1900_T,1904_D,1904_R,1904_O,1904_T,1908_D,1908_R,1908_O,1908_T,1912_D,1912_R,1912_O,1912_T,1916_D,1916_R,1916_O,1916_T,1920_D,1920_R,1920_O,1920_T,1924_D,1924_R,1924_O,1924_T,1928_D,1928_R,1928_O,1928_T,1932_D,1932_R,1932_O,1932_T,1936_D,1936_R,1936_O,1936_T,1940_D,1940_R,1940_O,1940_T,1944_D,1944_R,1944_O,1944_T,1948_D,1948_R,1948_O,1948_T,1952_D,1952_R,1952_O,1952_T,1956_D,1956_R,1956_O,1956_T,1960_D,1960_R,1960_O,1960_T,1964_D,1964_R,1964_O,1964_T,1968_D,1968_R,1968_O,1968_T,1972_D,1972_R,1972_O,1972_T,1976_D,1976_R,1976_O,1976_T,1980_D,1980_R,1980_O,1980_T,1984_D,1984_R,1984_O,1984_T,1988_D,1988_R,1988_O,1988_T,1992_D,1992_R,1992_O,1992_T,1996_D,1996_R,1996_O,1996_T,2000_D,2000_R,2000_O,2000_T,2004_D,2004_R,2004_O,2004_T,2008_D,2008_R,2008_O,2008_T,2012_D,2012_R,2012_O,2012_T,2016_D,2016_R,2016_O,2016_T,2020_D,2020_R,2020_O,2020_T,2024_D,2024_R,2024_O,2024_T
"Hays County, Texas",7,Gulf Coast,Greater Appalachia,0500000US48209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,60,66,"1,065",995,123,15,"1,133","1,075",242,339,"1,656","1,616",394,79,"2,089",620,"1,088",0,"1,708","1,822",220,8,"2,050","1,964",286,9,"2,259","2,371",453,4,"2,828","1,690",495,243,"2,428","2,239",555,193,"2,987","2,070","2,135",3,"4,208","2,017","1,873",14,"3,904","2,916","1,606",7,"4,529","3,780","1,279",5,"5,064","3,546","1,993",644,"6,183","4,068","5,406",45,"9,519","7,005","5,714",156,"12,875","6,013","6,517",759,"13,289","6,663","12,467",57,"19,187","11,187","11,716",361,"23,264","10,842","10,008","6,417","27,267","11,580","12,865","2,395","26,840","11,387","20,170","2,760","34,317","20,110","27,021",692,"47,823","28,431","29,638",983,"59,052","25,537","31,661","1,813","59,011","33,224","33,826","5,114","72,164","59,524","47,680","2,191","109,395","65,528","58,438","1,861","125,827"
"Hemphill County, Texas",0,Gulf Coast,Midlands,0500000US48211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,61,158,531,496,141,38,675,417,253,8,678,405,167,71,643,317,489,0,806,918,133,1,"1,052","1,008",121,5,"1,134",868,170,0,"1,038",792,274,77,"1,143",930,201,47,"1,178",590,892,0,"1,482",401,620,1,"1,022",333,847,1,"1,181",649,563,1,"1,213",400,699,201,"1,300",214,942,1,"1,157",707,858,13,"1,578",592,"1,152",36,"1,780",413,"1,650",4,"2,067",527,"1,170",8,"1,705",479,989,232,"1,700",344,986,108,"1,438",251,"1,203",20,"1,474",257,"1,380",6,"1,643",216,"1,345",9,"1,570",192,"1,298",19,"1,509",181,"1,462",61,"1,704",206,"1,486",28,"1,720",190,"1,412",12,"1,614"
"Henderson County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,370",137,502,"2,009","1,790",268,355,"2,413","1,684",538,667,"2,889","3,819",405,80,"4,304","1,726","1,128",0,"2,854","3,522",219,19,"3,760","3,259",260,6,"3,525","4,111",803,0,"4,914","3,219",427,574,"4,220","3,669",540,204,"4,413","4,439","2,534",1,"6,974","3,065","2,479",25,"5,569","3,411","2,521",38,"5,970","4,697","1,988",29,"6,714","3,119","2,315","2,498","7,932","2,741","6,263",9,"9,013","8,245","4,658",34,"12,937","8,199","7,903",203,"16,305","7,302","12,725",49,"20,076","9,819","11,005",94,"20,918","9,105","8,368","6,788","24,261","10,085","10,345","2,342","22,772","8,704","16,607",316,"25,627","8,505","20,210",134,"28,849","7,913","20,857",223,"28,993","6,106","21,231",290,"27,627","5,669","23,650",726,"30,045","7,060","28,911",397,"36,368","6,919","31,379",305,"38,603"
"Hidalgo County, Texas",5,Gulf Coast,El Norte,0500000US48215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,203",39,148,"1,390","1,364",260,33,"1,657","2,409","1,108",42,"3,559","3,662",996,214,"4,872","4,034","4,285",16,"8,335","9,695","2,969",120,"12,784","6,782","2,962",309,"10,053","7,471","4,787",27,"12,285","7,250","4,080",904,"12,234","9,526","6,220",272,"16,018","9,251","15,303",48,"24,602","9,804","13,270",253,"23,327","18,663","13,628",115,"32,406","22,110","11,563",83,"33,756","20,087","14,455","2,569","37,111","18,366","22,920",213,"41,499","35,021","19,199",373,"54,593","34,542","25,808","1,367","61,717","44,147","35,059",226,"79,432","54,330","29,246",294,"83,870","51,205","26,976","9,979","88,160","56,335","24,437","3,955","84,727","61,390","38,301","1,459","101,150","62,369","50,931",383,"113,683","90,261","39,668",855,"130,784","97,969","39,865","1,488","139,322","118,809","48,642","6,957","174,408","128,199","90,527","2,158","220,884","104,517","110,760","1,988","217,265"
"Hill County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,674",129,281,"3,084","3,951",382,103,"4,436","3,254","1,022",879,"5,155","5,778",807,103,"6,688","2,413","2,446",0,"4,859","5,297",360,5,"5,662","4,710",265,5,"4,980","6,002",627,0,"6,629","4,876",516,592,"5,984","4,362",657,236,"5,255","4,504","3,242",1,"7,747","4,199","2,487",21,"6,707","4,340","2,226",27,"6,593","5,130","1,557",9,"6,696","3,415","1,809","1,753","6,977","1,882","4,481",16,"6,379","5,327","2,680",25,"8,032","4,688","4,113",135,"8,936","3,420","5,344",26,"8,790","4,381","4,796",21,"9,198","3,929","3,669","2,778","10,376","3,988","4,401","1,084","9,473","3,524","7,054",157,"10,735","3,751","9,225",77,"13,053","3,811","9,264",113,"13,188","2,752","9,132",161,"12,045","2,547","10,108",315,"12,970","2,860","11,926",145,"14,931","2,919","13,669",118,"16,706"
"Hockley County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,20,5,94,235,765,9,"1,009","1,513",76,34,"1,623","1,731",90,12,"1,833","2,382",261,6,"2,649","2,641",319,407,"3,367","3,071",346,214,"3,631","2,962","2,651",7,"5,620","3,175","2,001",10,"5,186","3,169","2,159",30,"5,358","4,049","1,674",10,"5,733","2,426","2,265","1,456","6,147","1,625","4,084",56,"5,765","3,949","3,137",44,"7,130","2,447","4,599",137,"7,183","2,044","5,462",39,"7,545","2,850","4,368",32,"7,250","2,301","4,261","1,306","7,868","2,170","4,230",550,"6,950","1,419","5,250",76,"6,745","1,385","6,160",32,"7,577","1,797","5,795",53,"7,645","1,486","5,546",102,"7,134","1,260","5,809",242,"7,311","1,482","6,536",84,"8,102","1,323","6,616",72,"8,011"
"Hood County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,38,127,839,693,64,85,842,697,175,148,"1,020","1,074",122,60,"1,256",479,640,2,"1,121","1,119",106,5,"1,230",988,102,4,"1,094","1,318",166,1,"1,485","1,203",146,123,"1,472","1,273",169,62,"1,504","1,356",780,0,"2,136","1,095",751,6,"1,852","1,238",943,6,"2,187","1,661",423,3,"2,087","1,155",593,413,"2,161",949,"1,743",18,"2,710","3,181","1,857",23,"5,061","3,001","3,755",184,"6,940","3,063","6,817",41,"9,921","4,255","7,400",61,"11,716","4,359","5,313","4,490","14,162","5,459","7,575","1,516","14,550","4,704","12,429",372,"17,505","4,865","16,280",148,"21,293","5,087","17,299",210,"22,596","3,843","18,409",327,"22,579","4,008","21,382",872,"26,262","5,648","26,496",453,"32,597","6,070","30,174",412,"36,656"
"Hopkins County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,999",146,389,"2,534","2,568",218,245,"3,031","2,548",837,309,"3,694","4,156",557,121,"4,834","1,845","1,767",5,"3,617","4,891",261,7,"5,159","2,753",261,4,"3,018","4,955",551,5,"5,511","3,981",533,362,"4,876","3,885",479,303,"4,667","3,750","2,460",8,"6,218","3,118","2,206",23,"5,347","3,228","2,117",12,"5,357","4,133","1,518",0,"5,651","2,700","1,860","1,932","6,492","1,710","3,903",27,"5,640","4,992","2,556",44,"7,592","4,344","3,834",140,"8,318","3,707","5,772",14,"9,493","4,984","5,133",25,"10,142","4,085","3,398","3,160","10,643","4,522","4,341","1,066","9,929","3,692","7,076",142,"10,910","3,443","8,582",37,"12,062","3,530","9,299",90,"12,919","2,777","9,836",140,"12,753","2,510","10,707",321,"13,538","3,046","12,719",176,"15,941","2,917","13,754",107,"16,778"
"Houston County, Texas",9,Gulf Coast,Greater Appalachia,0500000US48225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,457",342,308,"2,107","1,730",373,162,"2,265","1,475",385,"1,121","2,981","3,289",457,38,"3,784","1,336",763,0,"2,099","3,087",165,3,"3,255","2,458",99,2,"2,559","3,579",474,3,"4,056","2,329",233,584,"3,146","2,014",532,558,"3,104","2,900","2,222",4,"5,126","1,998","1,941",19,"3,958","2,703","1,591",89,"4,383","3,681","1,675",10,"5,366","2,782","1,391","2,064","6,237","1,844","3,317",26,"5,187","3,179","2,229",13,"5,421","4,181","2,889",74,"7,144","3,275","4,542",17,"7,834","3,846","3,882",36,"7,764","3,250","3,067","1,703","8,020","3,383","3,443",613,"7,439","2,833","5,308",95,"8,236","2,921","5,848",37,"8,806","2,656","5,872",96,"8,624","2,265","5,880",69,"8,214","1,978","6,205",170,"8,353","2,314","7,060",74,"9,448","2,065","7,247",61,"9,373"
"Howard County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,22,149,701,747,30,100,877,703,107,97,907,"1,100",186,161,"1,447",665,812,3,"1,480","2,733",149,13,"2,895","3,094",230,8,"3,332","4,329",367,7,"4,703","3,588",334,412,"4,334","4,179",561,312,"5,052","4,779","3,412",11,"8,202","4,506","3,051",14,"7,571","4,844","3,403",88,"8,335","6,083","3,272",12,"9,367","3,897","3,812","2,792","10,501","2,714","7,343",23,"10,080","6,984","4,899",89,"11,972","4,451","6,658",203,"11,312","4,115","7,519",57,"11,691","4,445","6,024",48,"10,517","3,735","5,129","2,009","10,873","3,732","5,007","1,118","9,857","2,744","6,668",136,"9,548","2,663","7,480",58,"10,201","2,545","7,029",115,"9,689","2,110","6,453",132,"8,695","1,770","6,637",316,"8,723","2,069","8,054",118,"10,241","1,759","7,817",74,"9,650"
"Hudspeth County, Texas",9,Gulf Coast,El Norte,0500000US48229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,37,1,135,84,34,24,142,117,123,0,240,341,31,1,373,363,24,1,388,426,54,1,481,333,35,28,396,437,49,12,498,262,355,5,622,368,316,8,692,409,267,9,685,438,224,3,665,289,285,133,707,250,467,10,727,479,395,7,881,394,471,19,884,362,557,4,923,406,405,5,816,364,325,180,869,427,367,104,898,380,514,28,922,302,577,7,886,430,458,10,898,379,471,13,863,324,503,44,871,371,779,15,"1,165",275,759,4,"1,038"
"Hunt County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,410",225,627,"4,262","4,242",424,172,"4,838","4,397",880,511,"5,788","6,828",836,146,"7,810","3,510","3,009",0,"6,519","6,856",465,19,"7,340","5,801",335,11,"6,147","8,156",877,11,"9,044","6,200",714,"1,123","8,037","5,082","1,195",790,"7,067","4,953","5,614",14,"10,581","4,051","4,508",33,"8,592","4,116","4,084",42,"8,242","6,567","3,302",10,"9,879","4,785","4,651","3,469","12,905","3,655","9,535",49,"13,239","8,543","6,676",95,"15,314","8,773","9,283",445,"18,501","6,971","14,303",48,"21,322","8,820","12,331",87,"21,238","7,452","9,739","7,459","24,650","8,801","10,746","2,329","21,876","7,857","16,177",432,"24,466","7,971","20,065",158,"28,194","8,594","20,573",357,"29,524","6,671","21,011",367,"28,049","6,396","23,910","1,248","31,554","8,906","29,163",528,"38,597","10,212","36,137",384,"46,733"
"Hutchinson County, Texas",0,Gulf Coast,Midlands,0500000US48233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,16,6,93,114,28,9,151,135,106,6,247,159,69,6,234,730,"1,115",0,"1,845","1,976",505,27,"2,508","2,478",390,5,"2,873","3,019","1,101",9,"4,129","2,760",864,202,"3,826","4,527","1,382",100,"6,009","5,083","5,369",13,"10,465","4,184","5,110",42,"9,336","3,295","6,432",20,"9,747","4,625","5,358",17,"10,000","2,416","4,813","2,919","10,148","1,405","7,411",305,"9,121","3,691","6,137",105,"9,933","2,935","7,439",258,"10,632","2,052","9,078",41,"11,171","2,950","7,526",50,"10,526","2,833","6,034","2,021","10,888","2,553","6,350",900,"9,803","1,796","7,443",112,"9,351","1,503","7,839",27,"9,369","1,322","7,361",78,"8,761","1,045","6,804",79,"7,928",854,"7,042",259,"8,155",965,"7,681",139,"8,785",913,"7,273",70,"8,256"
"Irion County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,15,147,150,5,11,166,148,45,31,224,205,73,10,288,119,259,0,378,398,47,11,456,476,49,5,530,560,74,3,637,363,54,36,453,366,63,11,440,282,268,0,550,178,252,2,432,246,238,3,487,351,199,0,550,187,211,92,490,111,363,3,477,297,302,5,604,239,427,4,670,199,619,4,822,326,539,2,867,256,283,292,831,213,386,91,690,162,624,7,793,141,684,3,828,164,644,9,817,112,668,8,788,90,660,16,766,120,763,11,894,105,761,2,868
"Jack County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,85,317,"1,157",862,121,119,"1,102",566,253,62,881,"1,154",290,26,"1,470",450,"1,068",3,"1,521","1,429",189,16,"1,634","1,113",183,10,"1,306","2,046",305,1,"2,352","1,484",217,263,"1,964","1,426",265,126,"1,817","1,130","1,406",3,"2,539",997,"1,327",23,"2,347","1,079","1,342",11,"2,432","1,594",847,3,"2,444","1,133",966,512,"2,611",775,"1,719",13,"2,507","1,814","1,049",8,"2,871","1,349","1,482",46,"2,877",945,"1,825",9,"2,779","1,521","1,542",11,"3,074","1,254","1,041","1,052","3,347","1,019","1,162",306,"2,487",822,"2,107",45,"2,974",643,"2,470",13,"3,126",470,"2,528",25,"3,023",303,"2,580",25,"2,908",314,"2,973",63,"3,350",331,"3,418",33,"3,782",363,"3,819",19,"4,201"
"Jackson County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,35,173,531,403,123,68,594,562,355,138,"1,055",758,354,57,"1,169",473,572,1,"1,046","1,030",182,2,"1,214",952,171,5,"1,128","1,506",296,2,"1,804","1,708",344,244,"2,296","1,343",488,141,"1,972","1,584","2,113",1,"3,698","1,571","2,259",22,"3,852","2,268","1,670",34,"3,972","2,775","1,168",9,"3,952","1,698","1,438","1,150","4,286","1,163","2,743",23,"3,929","2,524","1,884",25,"4,433","1,826","2,540",97,"4,463","1,804","3,661",13,"5,478","2,141","2,954",20,"5,115","1,722","2,451",979,"5,152","1,785","2,533",322,"4,640","1,446","3,365",45,"4,856","1,296","3,766",15,"5,077","1,301","3,723",33,"5,057","1,070","3,906",49,"5,025",904,"4,266",132,"5,302","1,033","5,231",89,"6,353",907,"5,386",36,"6,329"
"Jasper County, Texas",9,Gulf Coast,Deep South,0500000US48241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,40,256,924,906,75,45,"1,026",793,62,240,"1,095","1,526",176,17,"1,719",898,611,2,"1,511","1,990",93,1,"2,084","1,500",109,3,"1,612","2,236",220,0,"2,456","1,850",341,236,"2,427","1,777",284,466,"2,527","2,595","1,946",2,"4,543","1,856","2,430",22,"4,308","3,004","2,102",17,"5,123","3,600","1,919",18,"5,537","2,438","1,839","2,906","7,183","2,746","4,575",4,"7,325","5,422","3,167",18,"8,607","5,707","4,396",154,"10,257","5,787","5,965",27,"11,779","6,613","4,985",31,"11,629","5,658","3,870","2,559","12,087","5,039","4,523","1,078","10,640","4,533","7,071",138,"11,742","4,471","8,347",55,"12,873","3,658","9,022",96,"12,776","3,423","9,957",137,"13,517","2,590","10,609",220,"13,419","2,954","12,542",131,"15,627","2,615","13,162",83,"15,860"
"Jeff Davis County, Texas",0,Gulf Coast,El Norte,0500000US48243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,62,14,205,234,74,3,311,91,41,0,132,117,49,18,184,112,157,1,270,252,46,4,302,291,33,1,325,374,50,0,424,331,51,35,417,309,75,18,402,183,306,0,489,165,239,3,407,195,182,4,381,304,174,1,479,239,191,66,496,202,382,11,595,309,288,10,607,300,409,20,729,299,511,5,815,325,524,21,870,321,360,195,876,370,482,111,963,283,708,69,"1,060",378,764,25,"1,167",468,749,19,"1,236",440,719,33,"1,192",422,695,74,"1,191",501,784,20,"1,305",450,699,20,"1,169"
"Jefferson County, Texas",9,Gulf Coast,Deep South,0500000US48245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,703",187,505,"2,395","3,082",488,186,"3,756","4,246","1,110","1,094","6,450","5,925","4,348",483,"10,756","7,006","9,209",16,"16,231","17,129","3,584",152,"20,865","18,187","2,544",77,"20,808","19,694","4,860",37,"24,591","22,066","4,525","2,489","29,080","22,475","5,749","5,290","33,514","29,384","25,363",48,"54,795","25,057","30,102",270,"55,429","40,533","29,395",403,"70,331","44,584","28,771",239,"73,594","30,032","26,007","21,829","77,868","29,909","45,819",109,"75,837","47,581","32,451",514,"80,546","45,642","36,763","2,197","84,602","54,846","45,124",245,"100,215","55,649","35,754",290,"91,693","48,405","29,622","17,516","95,543","45,854","32,821","5,751","84,426","45,409","40,320","1,180","86,909","47,066","44,423",377,"91,866","44,888","42,905",503,"88,296","44,668","43,242",825,"88,735","42,443","42,862","2,313","87,618","46,073","47,570","1,116","94,759","38,936","46,596",901,"86,433"
"Jim Hogg County, Texas",11,Gulf Coast,El Norte,0500000US48247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,11,0,198,70,23,0,93,139,19,0,158,263,109,0,372,428,51,0,479,712,48,0,760,810,100,0,910,620,77,16,713,725,73,31,829,"1,053",309,0,"1,362",617,282,7,906,"1,255",224,0,"1,479","1,375",152,3,"1,530","1,276",223,56,"1,555",848,765,5,"1,618","1,645",429,0,"2,074","1,437",535,25,"1,997","1,703",608,2,"2,313","1,630",510,3,"2,143","1,520",478,112,"2,110","1,437",307,68,"1,812","1,512",623,22,"2,157","1,344",712,9,"2,065","1,336",472,7,"1,815","1,301",356,10,"1,667","1,635",430,54,"2,119","1,197",833,6,"2,036",856,725,4,"1,585"
"Jim Wells County, Texas",9,Gulf Coast,El Norte,0500000US48249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,24,87,352,335,100,39,474,304,169,51,524,654,213,125,992,747,423,3,"1,173","1,449",162,10,"1,621","1,691",338,9,"2,038","2,105",914,7,"3,026","1,908","1,113",170,"3,191","3,781","1,402",116,"5,299","3,745","3,592",2,"7,339","2,752","3,348",22,"6,122","5,330","2,773",9,"8,112","6,849","1,988",0,"8,837","6,304","2,827",919,"10,050","4,404","5,283",11,"9,698","7,961","3,547",42,"11,550","7,267","4,606",140,"12,013","7,795","5,896",24,"13,715","8,495","4,335",56,"12,886","7,812","3,311","1,438","12,561","7,116","2,989",467,"10,572","7,418","4,498",107,"12,023","6,824","5,817",50,"12,691","6,706","4,841",65,"11,612","6,492","4,598",76,"11,166","6,694","5,420",265,"12,379","6,119","7,453",110,"13,682","5,577","7,636",55,"13,268"
"Johnson County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,473",109,481,"3,063","3,040",275,182,"3,497","3,041",661,522,"4,224","4,600",851,310,"5,761","1,981","3,181",4,"5,166","4,858",530,17,"5,405","4,281",337,29,"4,647","5,532",649,2,"6,183","4,757",546,593,"5,896","4,042",707,453,"5,202","4,496","3,985",4,"8,485","3,560","3,750",30,"7,340","3,844","4,510",77,"8,431","6,381","3,251",10,"9,642","5,330","4,372","2,709","12,411","3,968","10,042",126,"14,136","10,864","7,194",69,"18,127","10,542","11,411",501,"22,454","9,148","18,254",72,"27,474","12,507","17,509",155,"30,171","12,030","13,473","11,699","37,202","12,817","16,246","3,410","32,473","11,778","26,202",746,"38,726","12,325","34,818",279,"47,422","12,912","36,685",453,"50,050","10,496","37,661",681,"48,838","10,988","44,382","2,236","57,606","16,464","54,628",928,"72,020","19,247","60,752",931,"80,930"
"Jones County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,301",63,257,"1,621","1,798",114,224,"2,136","1,792",270,220,"2,282","3,010",566,101,"3,677","1,563","1,995",8,"3,566","2,934",224,30,"3,188","3,396",305,2,"3,703","3,688",401,5,"4,094","3,417",361,339,"4,117","3,599",432,146,"4,177","2,680","2,941",12,"5,633","2,594","2,073",10,"4,677","2,772","2,196",18,"4,986","3,622","1,295",3,"4,920","2,372","1,676",931,"4,979","1,050","3,202",11,"4,263","3,318","2,072",26,"5,416","3,043","2,765",66,"5,874","2,343","4,017",23,"6,383","2,898","3,000",18,"5,916","2,400","2,088","1,444","5,932","2,422","2,351",637,"5,410","1,899","4,080",69,"6,048","1,658","4,254",19,"5,931","1,528","4,203",77,"5,808","1,226","4,262",79,"5,567",936,"4,819",205,"5,960",999,"5,660",88,"6,747",907,"5,988",52,"6,947"
"Karnes County, Texas",9,Gulf Coast,Greater Appalachia,0500000US48255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,66,54,830,889,238,9,"1,136",642,484,422,"1,548","1,727",531,238,"2,496","1,052",855,0,"1,907","2,458",186,6,"2,650","2,067",371,9,"2,447","2,010",631,1,"2,642","1,920",692,244,"2,856","2,198",592,181,"2,971","1,884","2,374",2,"4,260","1,636","1,764",17,"3,417","2,556","1,526",3,"4,085","3,178",993,6,"4,177","2,271","1,342",686,"4,299","1,780","2,639",9,"4,428","2,996","1,675",47,"4,718","2,284","2,719",71,"5,074","1,802","3,068",12,"4,882","2,529","2,383",21,"4,933","1,897","1,990",813,"4,700","2,154","1,869",311,"4,334","1,617","2,638",53,"4,308","1,543","3,114",16,"4,673","1,760","2,736",31,"4,527","1,325","2,825",35,"4,185","1,145","2,965",88,"4,198","1,234","3,968",51,"5,253","1,051","4,001",23,"5,075"
"Kaufman County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,039",248,380,"2,667","2,780",427,173,"3,380","3,070",573,819,"4,462","5,573",884,74,"6,531","2,657","1,718",0,"4,375","4,116",268,5,"4,389","3,943",229,3,"4,175","5,232",516,3,"5,751","4,251",430,455,"5,136","3,479",764,647,"4,890","3,762","2,964",3,"6,729","2,902","2,816",32,"5,750","3,008","2,717",43,"5,768","4,766","1,922",6,"6,694","3,311","2,431","2,350","8,092","2,795","5,100",11,"7,906","6,302","3,867",35,"10,204","6,266","5,852",169,"12,287","5,554","9,343",41,"14,938","7,358","8,466",92,"15,916","6,498","6,578","5,984","19,060","7,383","8,697","1,913","17,993","7,455","15,290",318,"23,063","8,947","21,304",115,"30,366","11,161","23,735",249,"35,145","9,472","24,846",352,"34,670","10,278","29,587","1,400","41,265","18,405","37,624",810,"56,839","24,726","44,063",749,"69,538"
"Kendall County, Texas",8,Gulf Coast,Greater Appalachia,0500000US48259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,119,186,505,232,590,9,831,142,846,171,"1,159",136,689,407,"1,232",377,663,2,"1,042","1,185",416,8,"1,609",405,693,6,"1,104",421,"1,321",2,"1,744",309,"1,337",116,"1,762",511,"1,207",71,"1,789",370,"1,786",8,"2,164",341,"1,519",13,"1,873",549,"1,544",7,"2,100",970,"1,200",3,"2,173",538,"1,569",364,"2,471",484,"2,681",18,"3,183","1,190","2,543",60,"3,793","1,075","3,890",121,"5,086",938,"4,568",16,"5,522","1,446","4,875",77,"6,398","1,374","4,162","1,818","7,354","2,092","5,940",749,"8,781","1,901","8,788",384,"11,073","2,532","11,434",106,"14,072","3,599","12,971",176,"16,746","3,043","14,508",232,"17,783","3,643","15,700",940,"20,283","6,020","20,083",413,"26,516","6,355","22,668",415,"29,438"
"Kenedy County, Texas",6,Gulf Coast,El Norte,0500000US48261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,7,1,75,118,12,0,130,123,5,1,129,96,30,0,126,38,68,0,106,16,60,6,82,45,31,5,81,14,108,0,122,10,125,0,135,78,74,0,152,115,30,1,146,100,76,7,183,88,124,1,213,139,65,1,205,106,76,5,187,110,96,1,207,119,76,1,196,87,69,18,174,133,71,4,208,119,106,3,228,85,82,2,169,108,94,0,202,82,84,1,167,99,84,3,186,65,127,2,194,41,115,2,158
"Kent County, Texas",9,Gulf Coast,Greater Appalachia,0500000US48263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,7,41,183,212,2,25,239,214,45,24,283,386,80,8,474,163,363,0,526,561,23,3,587,533,31,0,564,712,79,1,792,572,31,55,658,479,33,22,534,526,259,1,786,519,234,2,755,491,205,2,698,563,115,0,678,303,143,188,634,223,465,0,688,474,171,2,647,351,339,4,694,253,332,3,588,398,274,2,674,271,175,164,610,260,187,68,515,185,346,5,536,138,382,2,522,99,342,7,448,66,335,4,405,59,360,15,434,47,411,4,462,50,390,5,445
"Kerr County, Texas",8,Gulf Coast,Greater Appalachia,0500000US48265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,126,189,892,621,272,34,927,612,464,73,"1,149",735,892,182,"1,809",570,"1,575",2,"2,147","2,165",623,16,"2,804","1,586",994,9,"2,589","1,634","1,112",10,"2,756","1,377","1,358",208,"2,943","1,505","1,520",179,"3,204","1,337","3,683",9,"5,029","1,025","3,555",14,"4,594","1,323","3,252",21,"4,596","2,894","2,706",8,"5,608","1,878","3,692","1,073","6,643","1,511","6,039",210,"7,760","3,767","6,021",190,"9,978","3,387","9,090",378,"12,855","3,102","11,829",43,"14,974","3,587","11,207",143,"14,937","3,707","8,787","3,864","16,358","4,192","11,173","1,410","16,775","4,002","14,637",589,"19,228","4,557","16,538",151,"21,246","5,570","16,752",234,"22,556","4,338","17,274",267,"21,879","4,681","17,727",889,"23,297","6,524","20,879",342,"27,745","6,315","21,615",240,"28,170"
