geo,cluster13,region,nation,fips,1876_D,1876_R,1876_O,1876_T,1880_D,1880_R,1880_O,1880_T,1884_D,1884_R,1884_O,1884_T,1888_D,1888_R,1888_O,1888_T,1892_D,1892_R,1892_O,1892_T,1896_D,1896_R,1896_O,1896_T,1900_D,1900_R,1900_O,1900_T,1904_D,1904_R,1904_O,1904_T,1908_D,1908_R,1908_O,1908_T,1912_D,1912_R,1912_O,1912_T,1916_D,1916_R,1916_O,1916_T,1920_D,1920_R,1920_O,1920_T,1924_D,1924_R,1924_O,1924_T,1928_D,1928_R,1928_O,1928_T,1932_D,1932_R,1932_O,1932_T,1936_D,1936_R,1936_O,1936_T,1940_D,1940_R,1940_O,1940_T,1944_D,1944_R,1944_O,1944_T,1948_D,1948_R,1948_O,1948_T,1952_D,1952_R,1952_O,1952_T,1956_D,1956_R,1956_O,1956_T,1960_D,1960_R,1960_O,1960_T,1964_D,1964_R,1964_O,1964_T,1968_D,1968_R,1968_O,1968_T,1972_D,1972_R,1972_O,1972_T,1976_D,1976_R,1976_O,1976_T,1980_D,1980_R,1980_O,1980_T,1984_D,1984_R,1984_O,1984_T,1988_D,1988_R,1988_O,1988_T,1992_D,1992_R,1992_O,1992_T,1996_D,1996_R,1996_O,1996_T,2000_D,2000_R,2000_O,2000_T,2004_D,2004_R,2004_O,2004_T,2008_D,2008_R,2008_O,2008_T,2012_D,2012_R,2012_O,2012_T,2016_D,2016_R,2016_O,2016_T,2020_D,2020_R,2020_O,2020_T,2024_D,2024_R,2024_O,2024_T
"Kimble County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,19,40,192,223,13,13,249,299,150,42,491,465,223,19,707,157,660,4,821,890,121,3,"1,014",681,151,1,833,"1,117",219,0,"1,336",880,225,142,"1,247",851,303,96,"1,250",525,"1,077",3,"1,605",484,821,2,"1,307",550,699,4,"1,253",862,520,1,"1,383",463,640,265,"1,368",266,971,6,"1,243",759,846,27,"1,632",608,"1,011",32,"1,651",442,"1,333",9,"1,784",551,"1,061",5,"1,617",467,790,356,"1,613",521,898,144,"1,563",328,"1,313",25,"1,666",324,"1,482",10,"1,816",342,"1,487",14,"1,843",217,"1,667",8,"1,892",206,"1,697",49,"1,952",284,"1,987",21,"2,292",261,"2,126",17,"2,404"
"King County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,2,3,82,47,3,0,50,157,0,3,160,83,4,0,87,45,85,0,130,224,4,0,228,211,13,0,224,266,23,0,289,228,13,15,256,231,6,4,241,189,66,0,255,177,46,1,224,133,39,1,173,180,34,0,214,109,44,71,224,75,143,1,219,100,96,1,197,55,144,6,205,53,141,0,194,64,111,0,175,54,79,56,189,46,97,39,182,14,120,3,137,18,137,1,156,8,151,4,163,5,139,1,145,5,149,5,159,8,151,0,159,6,129,0,135
"Kinney County, Texas",10,Gulf Coast,El Norte,0500000US48271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,97,109,282,233,201,8,442,98,137,12,247,144,158,13,315,200,182,0,382,678,89,1,768,357,175,0,532,418,156,3,577,401,200,1,602,370,175,29,574,306,384,0,690,289,368,3,660,358,211,0,569,439,155,0,594,333,198,68,599,234,425,1,660,516,318,9,843,472,543,31,"1,046",486,774,3,"1,263",669,771,10,"1,450",598,634,307,"1,539",503,650,103,"1,256",486,932,26,"1,444",542,"1,051",7,"1,600",633,907,11,"1,551",522,880,23,"1,425",458,936,36,"1,430",446,"1,144",14,"1,604",346,"1,063",15,"1,424"
"Kleberg County, Texas",9,Gulf Coast,Greater Appalachia,0500000US48273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,106,45,578,455,172,46,673,721,206,208,"1,135",695,751,0,"1,446","1,727",198,25,"1,950","1,488",156,64,"1,708","1,631",429,4,"2,064","1,473",421,63,"1,957","2,083",697,93,"2,873","3,193","2,037",1,"5,231","2,436","2,121",15,"4,572","3,773","2,092",1,"5,866","4,568","1,652",10,"6,230","4,633","2,713",670,"8,016","4,481","5,312",10,"9,803","5,803","3,771",73,"9,647","5,125","4,608",320,"10,053","4,924","5,712",45,"10,681","5,367","4,443",136,"9,946","5,109","3,897","1,558","10,564","5,136","3,391",472,"8,999","4,481","4,526",187,"9,194","4,550","5,366",57,"9,973","5,256","4,540",80,"9,876","4,754","4,058",95,"8,907","4,716","4,367",504,"9,587","5,381","5,575",141,"11,097","4,338","5,612",81,"10,031"
"Knox County, Texas",9,Gulf Coast,Greater Appalachia,0500000US48275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,32,181,856,884,64,107,"1,055",773,159,98,"1,030","1,399",455,81,"1,935",784,992,5,"1,781","1,600",102,4,"1,706","1,823",171,6,"2,000","1,699",253,0,"1,952","1,785",156,201,"2,142","1,792",157,59,"2,008","1,556","1,033",1,"2,590","1,262",835,3,"2,100","1,365",729,4,"2,098","1,773",439,4,"2,216","1,222",580,325,"2,127",638,"1,148",14,"1,800","1,498",551,11,"2,060","1,163",783,22,"1,968",921,"1,027",4,"1,952","1,013",765,4,"1,782",854,521,440,"1,815",785,599,153,"1,537",617,947,12,"1,576",464,"1,081",7,"1,552",367,986,15,"1,368",332,"1,160",18,"1,510",247,"1,078",42,"1,367",265,"1,180",12,"1,457",214,"1,156",6,"1,376"
"Lamar County, Texas",0,Gulf Coast,El Norte,0500000US48277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,286",206,266,"2,758","3,412",309,103,"3,824","3,765",639,602,"5,006",458,73,10,541,"2,163","2,887",8,"5,058","5,911",375,21,"6,307","5,621",308,10,"5,939","8,038",761,6,"8,805","6,283",725,739,"7,747","6,306","1,018","1,041","8,365","5,524","3,929",0,"9,453","4,202","4,154",25,"8,381","5,084","3,964",28,"9,076","6,303","2,594",8,"8,905","4,635","3,395","2,903","10,933","2,865","7,736",51,"10,652","8,601","4,443",32,"13,076","7,178","6,094",218,"13,490","5,504","9,273",43,"14,820","7,553","8,021",24,"15,598","6,328","5,778","4,137","16,243","6,075","6,393","1,254","13,722","5,553","9,775",102,"15,430","5,338","12,054",78,"17,470","5,243","12,952",167,"18,362","4,181","12,826",190,"17,197","3,583","14,561",570,"18,714","4,458","16,760",224,"21,442","4,079","17,044",162,"21,285"
"Lamb County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,6,25,84,150,14,8,172,264,136,19,419,"5,224",596,159,"5,979",440,"1,266",0,"1,706","2,978",271,39,"3,288","2,320",300,10,"2,630","3,259",513,11,"3,783","2,407",616,421,"3,444","3,286",475,186,"3,947","2,748","2,913",11,"5,672","3,325","1,840",12,"5,177","3,089","2,764",154,"6,007","4,318","2,022",9,"6,349","2,267","2,595","1,460","6,322","1,350","3,981",35,"5,366","3,374","2,413",28,"5,815","2,132","3,723",78,"5,933","1,919","3,892",17,"5,828","2,230","3,064",22,"5,316","1,737","2,998",715,"5,450","1,683","2,593",298,"4,574","1,114","3,451",33,"4,598",857,"3,410",4,"4,271","1,156","3,344",25,"4,525",998,"3,058",35,"4,091",771,"3,111",113,"3,995",840,"3,521",57,"4,418",729,"3,398",36,"4,163"
"Lampasas County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,67,143,727,848,113,34,995,778,227,343,"1,348",356,121,30,507,567,899,10,"1,476","1,824",120,0,"1,944","1,462",134,3,"1,599","2,006",244,1,"2,251","1,693",212,161,"2,066","1,459",276,72,"1,807","1,199","1,478",0,"2,677","1,134","1,308",5,"2,447","1,372","1,222",15,"2,609","2,224",744,2,"2,970","1,423",935,460,"2,818",688,"2,251",10,"2,949","2,376","1,563",43,"3,982","1,979","2,323",79,"4,381","1,356","3,285",12,"4,653","1,954","3,000",12,"4,966","1,508","2,233","1,444","5,185","1,819","3,008",535,"5,362","1,569","4,526",119,"6,214","1,593","5,422",10,"7,025","1,903","5,651",80,"7,634","1,479","5,621",104,"7,204","1,483","6,385",337,"8,205","2,144","8,086",169,"10,399","2,232","8,961",128,"11,321"
"La Salle County, Texas",11,Gulf Coast,El Norte,0500000US48283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,21,52,412,340,40,4,384,252,53,9,314,"1,596",228,22,"1,846",479,327,0,806,810,92,3,905,704,74,0,778,706,112,0,818,692,127,41,860,719,135,59,913,816,565,1,"1,382",574,449,1,"1,024",718,326,2,"1,046",988,223,1,"1,212",645,324,112,"1,081",567,"1,073",8,"1,648","1,294",677,12,"1,983","1,442",773,33,"2,248","1,504","1,007",3,"2,514","1,651",693,8,"2,352","1,522",586,211,"2,319","1,522",570,92,"2,184","1,266",731,17,"2,014","1,229",989,12,"2,230","1,052",714,10,"1,776",965,669,12,"1,646","1,129",872,58,"2,059","1,052","1,335",19,"2,406",933,"1,417",10,"2,360"
"Lavaca County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,455",265,440,"2,160","1,784",936,247,"2,967","1,249",100,"1,845","3,194","3,290",746,"1,235","5,271","2,842",911,0,"3,753","4,378",224,11,"4,613","2,204",403,13,"2,620","2,419","1,412",5,"3,836","3,406",960,589,"4,955","3,046","1,165",300,"4,511","2,750","3,599",12,"6,361","2,412","2,509",20,"4,941","4,002","1,507",13,"5,522","4,031","1,480",6,"5,517","2,165","1,698","1,451","5,314","1,429","3,288",4,"4,721","3,458","2,466",40,"5,964","2,678","3,254",67,"5,999","2,464","5,058",10,"7,532","3,531","4,377",54,"7,962","2,700","3,362","1,714","7,776","2,575","3,697",583,"6,855","2,171","5,288",87,"7,546","2,152","5,974",51,"8,177","1,869","6,293",61,"8,223","1,428","6,796",90,"8,314","1,170","7,347",148,"8,665","1,333","8,804",68,"10,205","1,235","9,215",47,"10,497"
"Lee County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,134,167,988,571,836,83,"1,490",712,325,"1,182","2,219","1,561",271,452,"2,284","1,176",449,0,"1,625","1,831",110,0,"1,941","1,155",271,1,"1,427",954,"1,150",2,"2,106",953,771,472,"2,196","1,540",465,117,"2,122","1,389","1,316",2,"2,707","1,061","1,200",13,"2,274","1,369","1,048",34,"2,451","1,884",923,2,"2,809","1,283","1,075",631,"2,989",920,"1,877",17,"2,814","1,937","1,348",18,"3,303","1,581","1,803",78,"3,462","1,659","2,967",6,"4,632","2,527","2,513",27,"5,067","1,847","2,108","1,103","5,058","2,008","2,354",442,"4,804","1,733","3,699",104,"5,536","1,899","4,160",29,"6,088","2,000","4,312",65,"6,377","1,632","4,507",97,"6,236","1,372","4,997",189,"6,558","1,750","6,255",95,"8,100","1,640","6,724",63,"8,427"
"Leon County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,191,326,"1,373",979,335,162,"1,476","1,124",220,735,"2,079","2,004",311,79,"2,394",862,543,2,"1,407","1,958",108,10,"2,076","1,748",97,1,"1,846","2,349",252,0,"2,601","1,569",140,189,"1,898","1,231",184,275,"1,690","1,842","1,266",6,"3,114","1,260","1,079",7,"2,346","1,803",868,13,"2,684","2,373",642,7,"3,022","1,536",659,880,"3,075",863,"1,699",6,"2,568","2,085","1,161",15,"3,261","2,190","1,821",42,"4,053","1,821","3,207",10,"5,038","2,316","2,778",21,"5,115","2,042","2,212","1,254","5,508","2,217","2,839",510,"5,566","1,893","4,362",71,"6,326","1,754","5,023",22,"6,799","1,418","5,566",57,"7,041","1,062","5,814",84,"6,960",909,"6,391",139,"7,439","1,072","7,523",90,"8,685","1,033","7,982",66,"9,081"
"Liberty County, Texas",0,Gulf Coast,Deep South,0500000US48291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,81,188,853,704,235,86,"1,025",0,0,0,0,"1,506",639,44,"2,189",918,"1,070",7,"1,995","2,527",247,22,"2,796","2,813",244,11,"3,068","3,458",497,11,"3,966","2,561",336,558,"3,455","2,199",735,983,"3,917","3,632","4,106",8,"7,746","2,318","4,129",56,"6,503","3,902","3,361",82,"7,345","5,357","2,884",16,"8,257","3,469","2,746","3,393","9,608","3,311","6,111",10,"9,432","7,086","4,552",66,"11,704","6,810","6,470",281,"13,561","6,292","10,504",70,"16,866","8,343","8,524",106,"16,973","7,036","6,959","4,344","18,339","6,877","7,784","2,112","16,773","7,311","12,458",308,"20,077","6,780","14,821",90,"21,691","5,991","15,448",187,"21,626","5,202","17,323",221,"22,746","4,862","18,892",513,"24,267","5,785","23,302",247,"29,334","5,952","25,241",130,"31,323"
"Limestone County, Texas",9,Gulf Coast,Greater Appalachia,0500000US48293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,667",153,307,"2,127","2,188",225,113,"2,526","2,165",408,817,"3,390","4,868",523,43,"5,434","2,608","1,642",0,"4,250","4,416",215,4,"4,635","3,857",196,5,"4,058","4,784",559,2,"5,345","4,299",239,520,"5,058","3,289",688,555,"4,532","4,132","2,485",10,"6,627","3,067","2,097",7,"5,171","3,472","2,023",16,"5,511","3,777","1,478",8,"5,263","2,796","1,485","1,402","5,683","1,452","2,949",22,"4,423","3,825","2,045",30,"5,900","3,403","2,835",81,"6,319","3,228","4,063",14,"7,305","3,476","3,257",30,"6,763","3,188","2,358","1,514","7,060","3,236","2,691",719,"6,646","2,768","4,212",95,"7,075","2,752","5,028",38,"7,818","2,516","5,079",57,"7,652","2,208","5,288",67,"7,563","1,778","5,796",165,"7,739","2,213","6,789",108,"9,110","1,921","7,081",91,"9,093"
"Lipscomb County, Texas",8,Gulf Coast,Midlands,0500000US48295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,47,171,469,350,116,57,523,350,425,46,821,430,405,114,949,331,776,12,"1,119",865,349,57,"1,271",973,273,7,"1,253",774,445,12,"1,231",551,396,85,"1,032",668,354,27,"1,049",204,"1,174",1,"1,379",345,806,3,"1,154",267,939,3,"1,209",589,763,0,"1,352",279,"1,079",187,"1,545",156,"1,226",18,"1,400",644,911,14,"1,569",338,"1,343",52,"1,733",241,"1,461",6,"1,708",377,"1,111",11,"1,499",338,839,276,"1,453",357,869,118,"1,344",206,"1,072",16,"1,294",184,"1,147",6,"1,337",155,"1,093",8,"1,256",119,"1,044",5,"1,168",135,"1,159",38,"1,332",131,"1,205",17,"1,353",123,"1,125",11,"1,259"
"Live Oak County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,26,73,407,397,119,58,574,234,161,101,496,596,353,93,"1,042",383,484,0,867,"1,070",114,8,"1,192",874,231,40,"1,145",888,499,3,"1,390",642,548,215,"1,405",945,479,143,"1,567",573,"1,443",10,"2,026",521,"1,077",41,"1,639",770,"1,048",4,"1,822","1,423",795,8,"2,226",922,938,484,"2,344",610,"1,745",4,"2,359","1,656","1,287",18,"2,961","1,380","2,193",45,"3,618","1,260","2,481",18,"3,759","1,573","2,277",30,"3,880","1,345","1,805",815,"3,965","1,372","1,929",311,"3,612","1,114","2,828",62,"4,004","1,036","3,147",18,"4,201","1,048","3,095",33,"4,176",919,"3,154",40,"4,113",742,"3,464",96,"4,302",819,"4,199",37,"5,055",761,"4,307",25,"5,093"
"Llano County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,29,84,545,716,72,25,813,665,184,243,"1,092",928,88,61,"1,077",514,439,0,953,"1,229",108,0,"1,337","1,302",107,0,"1,409","1,484",238,5,"1,727","1,199",198,141,"1,538","1,384",253,42,"1,679","1,102",840,2,"1,944","1,034",672,3,"1,709","1,131",704,5,"1,840","1,727",655,2,"2,384","1,282","1,079",464,"2,825",766,"2,164",13,"2,943","2,361","1,947",16,"4,324","2,130","2,866",101,"5,097","1,894","4,042",18,"5,954","2,629","3,550",23,"6,202","2,409","3,056","1,818","7,283","2,633","4,290",814,"7,737","2,143","6,295",189,"8,627","2,257","7,241",65,"9,563","2,250","7,281",98,"9,629","1,822","7,610",126,"9,558","1,825","8,299",323,"10,447","2,465","10,079",116,"12,660","2,613","10,902",114,"13,629"
"Loving County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,0,14,10,6,0,16,187,27,1,215,118,21,24,163,98,21,0,119,60,18,6,84,62,29,4,95,24,71,0,95,36,55,0,91,46,42,7,95,46,32,1,79,18,23,40,81,7,55,0,62,35,47,4,86,22,50,0,72,16,57,0,73,23,54,0,77,20,31,45,96,14,48,15,77,29,124,3,156,12,65,3,80,12,67,0,79,9,54,1,64,4,58,3,65,4,60,2,66,10,86,1,97
"Lubbock County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,16,47,429,633,34,31,698,"1,180",204,68,"1,452","1,710",411,192,"2,313","1,979","3,079",7,"5,065","5,330",590,33,"5,953","6,425",622,16,"7,063","8,113","1,283",17,"9,413","7,654","1,169","2,033","10,856","11,114","2,837","1,256","15,207","11,650","16,137",58,"27,845","12,540","13,970",66,"26,576","15,340","20,065",202,"35,607","22,057","17,372",34,"39,463","15,430","25,646","9,078","50,154","15,353","43,564",379,"59,296","24,797","38,478",432,"63,707","18,732","46,711","2,424","67,867","18,793","57,151",275,"76,219","22,202","50,760",330,"73,292","22,240","48,847","11,771","82,858","22,786","47,304","4,399","74,489","18,469","56,054","1,485","76,008","22,472","70,135",544,"93,151","30,486","66,304",744,"97,534","26,271","63,469","1,444","91,184","28,023","65,651","5,339","99,013","40,017","78,861","1,939","120,817","37,148","86,547","1,343","125,038"
"Lynn County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,6,16,143,331,15,8,354,538,76,68,682,"1,131",313,57,"1,501",754,"1,268",7,"2,029","1,930",110,8,"2,048","1,983",169,6,"2,158","2,618",255,5,"2,878","1,968",263,262,"2,493","2,179",224,126,"2,529","1,762","1,351",8,"3,121","1,800",861,6,"2,667","1,872",953,18,"2,843","2,281",745,4,"3,030","1,333","1,005",544,"2,882",697,"1,766",8,"2,471","1,575","1,166",16,"2,757","1,236","1,603",35,"2,874","1,009","1,617",4,"2,630","1,086","1,279",2,"2,367",902,"1,233",293,"2,428",903,"1,151",143,"2,197",562,"1,507",15,"2,084",490,"1,776",5,"2,271",627,"1,473",16,"2,116",506,"1,439",14,"1,959",403,"1,546",60,"2,009",428,"1,853",12,"2,293",371,"2,175",21,"2,567"
"McCulloch County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,41,210,846,847,61,117,"1,025",780,210,106,"1,096","1,327",495,22,"1,844",741,"1,294",0,"2,035","2,006",265,6,"2,277","1,772",323,16,"2,111","2,373",443,0,"2,816","2,088",463,253,"2,804","2,166",393,85,"2,644","1,623","1,788",9,"3,420","1,158","1,292",5,"2,455","1,579","1,165",4,"2,748","2,100",655,6,"2,761","1,353",947,359,"2,659",753,"1,769",3,"2,525","1,888","1,300",19,"3,207","1,750","1,572",44,"3,366","1,433","2,060",9,"3,502","1,665","1,618",10,"3,293","1,393","1,108",990,"3,491","1,231","1,465",312,"3,008",794,"2,084",42,"2,920",745,"2,465",10,"3,220",728,"2,263",19,"3,010",537,"2,419",37,"2,993",482,"2,552",69,"3,103",490,"2,904",42,"3,436",455,"3,033",25,"3,513"
"McLennan County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,829",295,507,"4,631","4,979",940,134,"6,053","4,975","1,655","1,179","7,809","7,882","2,384",455,"10,721","5,330","5,744",13,"11,087","11,972","1,108",105,"13,185","12,489","1,116",154,"13,759","15,952","2,178",35,"18,165","15,336","1,668","1,627","18,631","16,034","3,088","1,035","20,157","17,251","14,974",53,"32,278","16,181","15,561",111,"31,853","20,100","14,926",130,"35,156","28,429","10,892",25,"39,346","22,388","15,958","8,293","46,639","15,947","33,377",161,"49,485","30,091","25,370",509,"55,970","26,305","31,968","1,242","59,515","23,206","42,232",140,"65,578","27,545","38,606",272,"66,423","25,903","28,473","15,640","70,016","27,050","30,666","5,367","63,083","23,462","43,955","1,372","68,789","26,760","52,090",404,"79,254","29,998","49,044",632,"79,674","25,694","47,903",944,"74,541","27,063","48,260","3,752","79,075","36,688","59,543","1,641","97,872","33,863","64,606","1,203","99,672"
"McMullen County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,9,3,62,115,29,0,144,72,33,1,106,109,111,3,223,94,96,2,192,258,12,0,270,265,37,0,302,336,77,0,413,223,106,46,375,222,61,19,302,156,290,1,447,185,226,2,413,240,241,0,481,267,175,1,443,160,169,99,428,88,304,4,396,194,217,0,411,122,271,5,398,61,337,0,398,94,302,2,398,78,274,91,443,117,274,39,430,77,358,4,439,95,467,2,564,132,400,5,537,67,431,5,503,40,454,5,499,53,460,3,516,37,448,2,487
"Madison County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,37,74,490,730,120,47,897,650,63,413,"1,126","1,592",146,5,"1,743",452,364,0,816,"1,344",20,0,"1,364","1,127",45,0,"1,172","1,434",127,0,"1,561","1,115",65,127,"1,307",801,134,199,"1,134","1,152",692,0,"1,844",713,733,12,"1,458",909,607,36,"1,552","1,298",644,3,"1,945",994,608,765,"2,367",561,"1,540",0,"2,101","1,885","1,062",14,"2,961","1,583","1,389",46,"3,018","1,384","2,158",11,"3,553","1,835","1,896",16,"3,747","1,553","1,544",786,"3,883","1,470","1,576",305,"3,351","1,241","2,333",49,"3,623","1,235","2,837",29,"4,101","1,146","2,891",37,"4,074",967,"3,028",33,"4,028",881,"3,351",57,"4,289","1,088","4,169",41,"5,298",964,"4,498",27,"5,489"
"Marion County, Texas",9,Gulf Coast,Greater Appalachia,0500000US48315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,85,36,460,445,166,3,614,430,392,308,"1,130",620,347,84,"1,051",640,443,0,"1,083",861,84,6,951,919,129,0,"1,048","1,253",167,0,"1,420","1,057",219,105,"1,381",703,200,179,"1,082",970,877,2,"1,849",709,"1,126",13,"1,848",904,742,45,"1,691","1,372",927,4,"2,303","1,260",637,957,"2,854","1,106","1,680",4,"2,790","1,860","1,291",16,"3,167","2,015","1,666",49,"3,730","2,111","2,336",16,"4,463","2,255","1,857",17,"4,129","2,156","1,245",887,"4,288","2,028","1,260",369,"3,657","1,852","2,039",39,"3,930","1,884","2,441",23,"4,348","1,644","2,567",41,"4,252","1,495","2,733",54,"4,282","1,165","2,983",90,"4,238","1,339","3,470",55,"4,864","1,101","3,577",36,"4,714"
"Martin County, Texas",0,Gulf Coast,Greater Appalachia,0500000US48317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,4,8,137,125,14,22,161,136,33,6,175,327,92,7,426,213,330,0,543,694,44,6,744,775,70,9,854,"1,044",136,1,"1,181",758,131,97,986,945,77,55,"1,077",952,562,2,"1,516",903,318,6,"1,227",831,350,22,"1,203",892,402,3,"1,297",373,343,539,"1,255",287,935,21,"1,243",907,698,13,"1,618",605,"1,093",18,"1,716",512,"1,218",10,"1,740",632,"1,017",2,"1,651",641,986,361,"1,988",643,973,157,"1,773",415,"1,520",14,"1,949",288,"1,514",5,"1,807",314,"1,389",12,"1,715",248,"1,368",8,"1,624",266,"1,455",41,"1,762",288,"1,857",15,"2,160",247,"1,825",11,"2,083"
"Mason County, Texas",2,Gulf Coast,Greater Appalachia,0500000US48319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,152,261,885,386,157,32,575,304,269,100,673,384,171,163,718,244,807,2,"1,053",828,309,4,"1,141",787,359,1,"1,147","1,065",634,3,"1,702",822,420,254,"1,496",836,498,22,"1,356",606,"1,069",3,"1,678",504,885,1,"1,390",575,833,9,"1,417",941,590,4,"1,535",560,789,169,"1,518",369,"1,096",22,"1,487",814,805,21,"1,640",630,966,25,"1,621",570,"1,168",5,"1,743",671,975,9,"1,655",570,776,376,"1,722",618,949,168,"1,735",417,"1,352",32,"1,801",459,"1,600",18,"2,077",546,"1,544",31,"2,121",380,"1,565",23,"1,968",354,"1,656",47,"2,057",457,"1,991",26,"2,474",434,"2,076",19,"2,529"
"Matagorda County, Texas",10,Gulf Coast,Greater Appalachia,0500000US48321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,107,294,"1,111",748,252,91,"1,091",992,918,181,"2,091","1,353",893,128,"2,374",829,"1,194",6,"2,029","2,039",408,14,"2,461","1,700",459,5,"2,164","2,156",651,6,"2,813","1,854",412,801,"3,067","1,628","1,016",655,"3,299","2,101","4,122",1,"6,224","1,904","3,927",78,"5,909","2,971","2,975",52,"5,998","4,143","2,407",5,"6,555","3,595","3,094","1,777","8,466","2,473","5,003",19,"7,495","4,971","3,679",81,"8,731","4,585","5,545",252,"10,382","5,201","8,452",41,"13,694","5,675","6,787",104,"12,566","4,759","5,328","3,078","13,165","5,374","5,876","1,244","12,494","4,696","7,584",179,"12,459","4,355","8,119",47,"12,521","4,440","7,835",98,"12,373","3,980","8,040",113,"12,133","3,500","8,366",330,"12,196","3,733","9,845",149,"13,727","3,231","9,957",139,"13,327"
"Maverick County, Texas",5,Gulf Coast,El Norte,0500000US48323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,143,80,409,192,246,3,441,173,296,6,475,199,261,31,491,180,311,0,491,847,199,10,"1,056",890,166,40,"1,096",875,166,4,"1,045",787,302,33,"1,122",695,270,29,994,962,839,1,"1,802",820,721,19,"1,560","1,498",639,2,"2,139","2,113",545,3,"2,661","1,570",771,165,"2,506","1,710","1,477",10,"3,197","2,840",924,38,"3,802","2,932","1,370",65,"4,367","3,063","1,783",15,"4,861","4,395","1,592",16,"6,003","4,540","2,002",797,"7,339","5,307","1,050",229,"6,586","5,995","3,143",91,"9,229","5,948","4,025",61,"10,034","8,554","2,316",69,"10,939","8,303","2,171",89,"10,563","10,397","2,816",375,"13,588","8,332","6,881",133,"15,346","6,373","9,285",87,"15,745"
"Medina County, Texas",10,Gulf Coast,Greater Appalachia,0500000US48325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,219,299,"1,166",758,650,33,"1,441",519,772,398,"1,689",986,816,477,"2,279","1,400","1,243",5,"2,648","2,516",515,5,"3,036","2,050",969,12,"3,031","1,749","1,480",0,"3,229","1,469","1,607",313,"3,389","1,875","1,492",153,"3,520","1,840","3,204",0,"5,044","1,516","2,668",17,"4,201","2,325","2,028",15,"4,368","3,408","1,583",1,"4,992","2,471","2,058",722,"5,251","1,507","4,059",83,"5,649","3,681","3,252",55,"6,988","3,034","4,742",112,"7,888","3,053","5,737",13,"8,803","4,227","5,722",80,"10,029","3,650","4,912","2,223","10,785","3,880","5,710",787,"10,377","4,025","8,590",258,"12,873","4,322","10,389",115,"14,826","5,147","10,480",110,"15,737","4,784","11,079",186,"16,049","4,634","12,085",527,"17,246","6,773","15,642",242,"22,657","6,950","17,464",203,"24,617"
